"ID"	"EGLM_7b_t00_comp_Completion"	"EGLM_7b_t00_comp_Antecedens"	"EGLM_7b_t02_comp_Completion"	"EGLM_7b_t02_comp_Antecedens"	"EGLM_7b_t05_comp_Completion"	"EGLM_7b_t05_comp_Antecedens"	"EMG_70b_t00_comp_Completion"	"EMG_70b_t00_comp_Antecedens"	"EMG_70b_t05_comp_Completion"	"EMG_70b_t05_comp_Antecedens"	"GPT4_t05_comp_Completion"	"GPT4_t05_comp_Antecedens"	"SKLM_7b_t00_comp_Completion"	"SKLM_7b_t00_comp_Antecedens"	"SKLM_7b_t02_comp_Completion"	"SKLM_7b_t02_comp_Antecedens"	"SKLM_7b_t05_comp_Completion"	"SKLM_7b_t05_comp_Antecedens"
"446"	"ID_100446"	"Dieser ist in eine Steuerfalle getappt."	"Geschäftsmann"	"Dieser ist in eine Steuerfalle getappt."	"Geschäftsmann"	"Dieser ist in eine Steuerhinterziehung verwickelt."	"Geschäftsmann"	"Den Geschäftsmann will der Steuerberater warnen. Dieser ist in Schwierigkeiten geraten."	"Geschäftsmann"	"Den Geschäftsmann will der Steuerberater warnen. Dieser ist in Schwierigkeiten geraten."	"Geschäftsmann"	"Dieser ist in eine riskante Investition involviert."	"Geschäftsmann"	"Dieser ist in Schwierigkeiten geraten."	"Geschäftsmann"	"Dieser ist in Schwierigkeiten geraten."	"Geschäftsmann"	"Dieser ist von einer finanziellen Krise betroffen."	"Geschäftsmann"
"447"	"ID_100447"	"Dieser ist in eine Steuerfalle getappt."	"Geschäftsmann"	"Dieser ist in eine Steuerfalle getappt."	"Geschäftsmann"	"Dieser ist in eine Betrugsmasche verwickelt."	"Geschäftsmann"	"Den Geschäftsmann will der Steuerberater warnen. Dieser ist in Schwierigkeiten geraten."	"Geschäftsmann"	"Der Geschäftsmann will den Steuerberater warnen. Dieser ist"	"Steuerberater"	"Dieser ist in Gefahr, wegen Unstimmigkeiten in seiner Buchführung eine Steuerprüfung zu bekommen."	"Steuerberater"	"Dieser ist in Schwierigkeiten geraten."	"Geschäftsmann"	"Dieser ist in Schwierigkeiten geraten."	"Geschäftsmann"	"Dieser hat falsche Angaben in seiner Steuererklärung gemacht."	"Geschäftsmann"
"448"	"ID_100448"	"Dieser ist in eine Steuerfalle getappt."	"Geschäftsmann"	"Dieser ist in eine Steuerfalle getappt."	"Geschäftsmann"	"Dieser ist bei der Steuerhinterziehung erwischt worden."	"Geschäftsmann"	"Den Geschäftsmann will der Steuerberater warnen. Dieser ist in Schwierigkeiten geraten."	"Geschäftsmann"	"Er ist in finanzielle Schwierigkeiten geraten."	"Geschäftsmann"	"Dieser ist in Gefahr, wegen Unregelmäßigkeiten in seiner Buchführung auditiert zu werden."	"Geschäftsmann"	"Dieser ist in Schwierigkeiten geraten."	"Geschäftsmann"	"Dieser ist in Schwierigkeiten geraten."	"Geschäftsmann"	"Dieser hat seine Steuererklärung falsch ausgefüllt."	"Geschäftsmann"
"449"	"ID_100449"	"Dieser ist in eine Steuerfalle getappt."	"Geschäftsmann"	"Dieser ist in eine Falle getappt."	"Geschäftsmann"	"Dieser ist in eine Steuerfalle getappt."	"Geschäftsmann"	"Den Geschäftsmann will der Steuerberater warnen. Dieser ist in Schwierigkeiten geraten."	"Geschäftsmann"	"Ein Fehler"	"Steuerberater"	"Dieser ist gerade dabei, eine riskante Investition zu tätigen."	"Geschäftsmann"	"Dieser ist in Schwierigkeiten geraten."	"Geschäftsmann"	"Dieser ist in Schwierigkeiten geraten."	"Geschäftsmann"	"Dieser ist von einer großen Steuerforderung betroffen."	"Geschäftsmann"
"450"	"ID_100450"	"Dieser ist in eine Steuerfalle getappt."	"Geschäftsmann"	"Dieser ist in einen Betrug verwickelt."	"Geschäftsmann"	"Dieser ist von einer großen Steuernachzahlung überrascht worden."	"Geschäftsmann"	"Den Geschäftsmann will der Steuerberater warnen. Dieser ist in Schwierigkeiten geraten."	"Geschäftsmann"	"Den Geschäftsmann will der Steuerberater warnen. Dieser ist nicht auf dem Laufenden bezüglich der aktuellen Steuergesetze."	"Steuerberater"	"Dieser ist in einen riskanten Steuertrick verwickelt."	"Geschäftsmann"	"Dieser ist in Schwierigkeiten geraten."	"Geschäftsmann"	"Dieser ist von einem Betrug betroffen."	"Geschäftsmann"	"Dieser ist in Schwierigkeiten geraten."	"Geschäftsmann"
"451"	"ID_100451"	"Dieser ist in eine Steuerfalle getappt."	"Geschäftsmann"	"Dieser ist in eine Falle getappt."	"Geschäftsmann"	"Dieser ist vor kurzem in eine finanzielle Falle getappt."	"Geschäftsmann"	"Den Geschäftsmann will der Steuerberater warnen. Dieser ist in Schwierigkeiten geraten."	"Geschäftsmann"	"Ein Satz muss vorangestellt werden, damit dieser Satz sinnvoll ist. Bitte geben Sie den vollständigen Satz an."	"Steuerberater"	"Dieser ist in Gefahr, wegen Unregelmäßigkeiten in seiner Buchführung auditiert zu werden."	"Steuerberater"	"Dieser ist in Schwierigkeiten geraten."	"Geschäftsmann"	"Dieser ist in Schwierigkeiten geraten."	"Geschäftsmann"	"Dieser hat sein Steuerguthaben nicht rechtzeitig abgegolten."	"Geschäftsmann"
"452"	"ID_100452"	"Dieser ist in eine Steuerfalle getappt."	"Geschäftsmann"	"Dieser ist in eine Steuerfalle getappt."	"Geschäftsmann"	"Dieser ist in eine Steuerfalle getappt."	"Geschäftsmann"	"Den Geschäftsmann will der Steuerberater warnen. Dieser ist in Schwierigkeiten geraten."	"Geschäftsmann"	"Der Steuerberater will den Geschäftsmann warnen. Dieser ist ein Betrüger."	"Steuerberater"	"Dieser ist in Gefahr, wegen Unregelmäßigkeiten in seiner Buchführung auditiert zu werden."	"Steuerberater"	"Dieser ist in Schwierigkeiten geraten."	"Geschäftsmann"	"Dieser ist in Schwierigkeiten geraten."	"Geschäftsmann"	"Dieser ist in Schwierigkeiten geraten."	"Geschäftsmann"
"453"	"ID_100453"	"Dieser ist ein Experte für die Reparatur von Uhren."	"Experte"	"Dieser ist ein Experte für die Reparatur von Haushaltsgeräten."	"Experte"	"Dieser ist ein Experte für antike Möbel."	"Fachmann"	"Den Fachmann will der Kunde aufsuchen. Dieser ist im Urlaub."	"Fachmann"	"Den Fachmann will der Kunde aufsuchen. Dieser ist im Urlaub."	"Fachmann"	"Dieser ist für seine Expertise im Bereich der antiken Uhren bekannt."	"habe"	"Dieser ist ein Experte in seinem Fachgebiet."	"Fachmann"	"Der Fachmann ist ein Experte in seinem Bereich."	"Fachmann"	"Dieser ist ein Experte in seinem Fach."	"Fachmann"
"454"	"ID_100454"	"Dieser ist ein Experte für die Reparatur von Uhren."	"Experte"	"Dieser ist ein Experte auf seinem Gebiet."	"Fachmann"	"Dieser ist ein Experte auf seinem Gebiet."	"Fachmann"	"Den Fachmann will der Kunde aufsuchen. Dieser ist im Urlaub."	"Fachmann"	""	""	"Dieser ist für seine Expertise in antiken Uhren bekannt."	"Fachmann"	"Dieser ist ein Experte in seinem Fachgebiet."	"Fachmann"	"Dieser ist ein Experte in seinem Fachgebiet."	"Fachmann"	"Dieser ist ein Experte in seinem Fachgebiet."	"Fachmann"
"455"	"ID_100455"	"Dieser ist ein Experte für die Reparatur von Uhren."	"Experte"	"Dieser ist ein Experte für die Reparatur von Elektrogeräten."	"Experte"	"Dieser ist von einem Kunden beauftragt worden."	"Fachmann"	"Den Fachmann will der Kunde aufsuchen. Dieser ist im Urlaub."	"Fachmann"	"Den Fachmann will der Kunde aufsuchen. Dieser ist nicht zu Hause."	"Fachmann"	"Dieser ist für seine Expertise im Bereich der antiken Uhren bekannt."	"habe"	"Dieser ist ein Experte in seinem Fachgebiet."	"Fachmann"	"Dieser ist ein Experte in seinem Fachgebiet."	"Fachmann"	"Der Fachmann ist ein Experte in seinem Bereich."	"Fachmann"
"456"	"ID_100456"	"Dieser ist ein Experte für die Reparatur von Uhren."	"Experte"	"Dieser ist ein Experte auf seinem Gebiet."	"Fachmann"	"Dieser ist ein Experte auf seinem Gebiet."	"Fachmann"	"Den Fachmann will der Kunde aufsuchen. Dieser ist im Urlaub."	"Fachmann"	"Den Fachmann will der Kunde aufsuchen. Dieser ist heute nicht im Geschäft."	"Fachmann"	"Dieser ist jedoch momentan auf einer Konferenz im Ausland."	"Fachmann"	"Dieser ist ein Experte in seinem Fachgebiet."	"Fachmann"	"Dieser ist ein Experte in seinem Fachgebiet."	"Fachmann"	"Dieser ist ein Experte in seinem Fachgebiet."	"Fachmann"
"457"	"ID_100457"	"Dieser ist ein Experte für die Reparatur von Uhren."	"Experte"	"Dieser ist ein Experte auf seinem Gebiet."	"Fachmann"	"Dieser ist ein Experte für die Reparatur von Uhren."	"Experte"	"Den Fachmann will der Kunde aufsuchen. Dieser ist im Urlaub."	"Fachmann"	"Den Fachmann will der Kunde aufsuchen. Dieser ist nicht verfügbar."	"Fachmann"	"Dieser ist für seine Expertise im Bereich der antiken Uhren bekannt."	"Fachmann"	"Dieser ist ein Experte in seinem Fachgebiet."	"Fachmann"	"Dieser ist ein Experte in seinem Fachgebiet."	"Fachmann"	"Dieser ist ein Experte auf dem Gebiet."	"Fachmann"
"458"	"ID_100458"	"Dieser ist ein Experte für die Reparatur von Uhren."	"Experte"	"Dieser ist ein Experte auf seinem Gebiet."	"Fachmann"	"Dieser ist ein Experte für Solartechnik."	"Experte"	"Den Fachmann will der Kunde aufsuchen. Dieser ist im Urlaub."	"Fachmann"	"Den Fachmann will der Kunde aufsuchen. Dieser ist sehr erfahren in seinem Bereich."	"Fachmann"	"Dieser ist für seine Expertise im Bereich der Antiquitäten bekannt."	"habe"	"Dieser ist ein Experte in seinem Fachgebiet."	"Fachmann"	"Dieser ist ein Experte in seinem Fachgebiet."	"Fachmann"	"Dieser ist der besten Fachmann für das Projekt."	"Fachmann"
"459"	"ID_100459"	"Dieser ist ein Experte für die Reparatur von Uhren."	"Experte"	"Dieser ist ein Experte für die Reparatur von Uhren."	"Experte"	"Dieser ist ein Experte für die Reparatur von Autos."	"Experte"	"Den Fachmann will der Kunde aufsuchen. Dieser ist im Urlaub."	"Fachmann"	""	""	"Dieser ist für seine Expertise im Bereich der antiken Möbelrestauration bekannt."	"Fachmann"	"Dieser ist ein Experte in seinem Fachgebiet."	"Fachmann"	"Der Fachmann ist ein Experte in seinem Fachgebiet."	"Fachmann"	"Dieser ist ein Experte in seinem Fachgebiet."	"Fachmann"
"460"	"ID_100460"	"Dieser ist von einem Auto angefahren worden."	"Kranken"	"Dieser ist von einem Auto angefahren worden."	"Kranken"	"Dieser ist von einem Auto angefahren worden."	"Kranken"	"Er ist krank."	"Kranken"	"Er ist krank."	"Kranken"	"Dieser ist durch die Kälte der Nacht stark geschwächt."	"Samariter"	"Dieser ist von einem Sturz verletzt worden."	"Kranken"	"Dieser ist von einem Sturz verletzt worden."	"Kranken"	"Dieser ist von einem Fahrrad gefahren worden."	"Kranken"
"461"	"ID_100461"	"Dieser ist von einem Auto angefahren worden."	"Kranken"	"von einem Löwen angegriffen worden."	"Kranken"	"Dieser ist von einem Löwen angegriffen worden."	"Kranken"	"Er ist krank."	"Kranken"	"Ein Mensch, der Hilfe und Unterstützung für andere benötigt."	"Kranken"	"Dieser ist durch eine schwere Grippe geschwächt."	"Samariter"	"Dieser ist von einem Sturz verletzt worden."	"Kranken"	"Dieser ist von einem Sturz verletzt worden."	"Kranken"	"Dieser hat einen Schnitt am Kopf."	"Kranken"
"462"	"ID_100462"	"Dieser ist von einem Auto angefahren worden."	"Kranken"	"Dieser ist von einem Auto angefahren worden."	"Kranken"	"Dieser ist von einem Laster überfahren worden."	"Kranken"	"Er ist krank."	"Kranken"	"Den Kranken soll der Samariter pflegen. Dieser ist krank"	"Kranken"	"Dieser ist durch eine schwere Grippe geschwächt."	"Samariter"	"Dieser ist von einem Sturz verletzt worden."	"Kranken"	"Dieser ist von einem Sturz verletzt worden."	"Kranken"	"Dieser ist von einem Unfall verletzt worden."	"Kranken"
"463"	"ID_100463"	"Dieser ist von einem Auto angefahren worden."	"Kranken"	"Dieser ist von einem Löwen angegriffen worden."	"Kranken"	"Dieser ist von einem Auto angefahren worden."	"Kranken"	"Er ist krank."	"Kranken"	""	"Kranken"	"Dieser ist durch die kalte Nacht gewandert und hat sich eine schwere Erkältung zugezogen."	"Samariter"	"Dieser ist von einem Sturz verletzt worden."	"Kranken"	"Dieser ist von einem Sturz verletzt worden."	"Kranken"	"Dieser ist von einem Sturz verletzt worden."	"Kranken"
"464"	"ID_100464"	"Dieser ist von einem Auto angefahren worden."	"Kranken"	"Dieser ist von einem Auto angefahren worden."	"Kranken"	"Dieser ist von einem Auto angefahren worden."	"Kranken"	"Er ist krank."	"Kranken"	"Er ist krank."	"Kranken"	"Dieser ist durch eine schwere Grippe geschwächt."	"Samariter"	"Dieser ist von einem Sturz verletzt worden."	"Kranken"	"Dieser ist von einem Sturz verletzt worden."	"Kranken"	"Dieser ist von einem Autounfall betroffen."	"Kranken"
"465"	"ID_100465"	"Dieser ist von einem Auto angefahren worden."	"Kranken"	"Dieser ist von einem Löwen angegriffen worden."	"Kranken"	"Dieser ist von einem Auto angefahren worden."	"Kranken"	"Er ist krank."	"Kranken"	""	""	"Dieser ist aufgrund einer schweren Grippe bettlägerig."	"Kranken"	"Dieser ist von einem Sturz verletzt worden."	"Kranken"	"Dieser ist von einem Sturz verletzt worden."	"Kranken"	"Dieser hat einen Herzinfarkt erlitten."	"Kranke"
"466"	"ID_100466"	"Dieser ist von einem Auto angefahren worden."	"Kranken"	"Dieser ist von einem Auto angefahren worden."	"Kranken"	"von einem Löwen angegriffen worden."	"Kranken"	"Er ist krank."	"Kranken"	"Eingeschlafen"	"Kranken"	"Dieser ist durch die Kälte der Nacht stark geschwächt."	"Samariter"	"Dieser ist von einem Sturz verletzt worden."	"Kranken"	"Dieser ist von einem Sturz verletzt worden."	"Kranken"	"Dieser ist von einem Unfall verletzt worden."	"Kranken"
"467"	"ID_100467"	"Dieser ist ein freundlicher und aufmerksamer Mensch."	"Kellner"	"Dieser ist ein junger Mann, der gerne Kellner wird."	"Gast"	"Dieser ist ein junger Mann, der seine Ausbildung gerade abgeschlossen hat."	"Kellner"	"Den Gast soll der Kellner bedienen. Dieser ist ein berühmter Schauspieler."	"Gast"	"Den Gast soll der Kellner bedienen. Dieser ist ein berühmter Schauspieler."	"Gast"	"Dieser ist bereits seit einiger Zeit ungeduldig."	"Gast"	"Dieser ist auf eine Tasse Kaffee gewartet."	"Gast"	"Dieser ist auf eine Tasse Kaffee gewartet."	"Gast"	"Dieser ist gerade in einem anderen Raum tätig."	"Kellner"
"468"	"ID_100468"	"Dieser ist ein freundlicher und aufmerksamer Mensch."	"Kellner"	"Dieser ist von einem hungrigen Gast angefordert worden."	"Gast"	"Dieser ist ein freundlicher junger Mann, der immer bereit ist zu helfen."	"Kellner"	"Den Gast soll der Kellner bedienen. Dieser ist ein berühmter Schauspieler."	"Gast"	""	""	"Dieser ist gerade an einen Tisch mit einer großen Gruppe gekommen."	"Kellner"	"Dieser ist auf eine Tasse Kaffee gewartet."	"Gast"	"Dieser ist auf eine Tasse Kaffee gewartet."	"Gast"	"Dieser ist gerade in der Küche gearbeitet haben."	"Gast"
"469"	"ID_100469"	"Dieser ist ein freundlicher und aufmerksamer Mensch."	"Kellner"	"Dieser ist von einem hungrigen Gast angefordert worden."	"Gast"	"Dieser ist an einem unbekannten Ort gestrandet."	"Gast"	"Den Gast soll der Kellner bedienen. Dieser ist ein berühmter Schauspieler."	"Gast"	"Ein Kunde."	"Gast"	"Dieser ist gerade mit einer großen Gruppe beschäftigt."	"Kellner"	"Dieser ist auf eine Tasse Kaffee gewartet."	"Gast"	"Dieser ist auf eine Tasse Kaffee gewartet."	"Gast"	"Dieser ist ein regelmäßiger Kunde."	"Kellner"
"470"	"ID_100470"	"Dieser ist ein freundlicher und aufmerksamer Mensch."	"Kellner"	"Dieser ist ein freundlicher Mann, der immer lächelt."	"Kellner"	"Dieser ist ein freundlicher junger Mann."	"Kellner"	"Den Gast soll der Kellner bedienen. Dieser ist ein berühmter Schauspieler."	"Gast"	"Er ist unzufrieden mit dem Service."	"Gast"	"Dieser ist gerade an einem anderen Tisch beschäftigt."	"Kellner"	"Dieser ist auf eine Tasse Kaffee gewartet."	"Gast"	"Dieser ist auf eine Tasse Kaffee gestoßen."	"Gast"	"Dieser ist gerade in der Küche."	"Gast"
"471"	"ID_100471"	"Dieser ist ein freundlicher und aufmerksamer Mensch."	"Kellner"	"Dieser ist ein langjähriger Mitarbeiter des Restaurants."	"Gast"	"Dieser ist aufgrund einer Lebensmittelvergiftung krankgeschrieben."	"Gast"	"Den Gast soll der Kellner bedienen. Dieser ist ein berühmter Schauspieler."	"Gast"	"Den Gast soll der Kellner bedienen. Dieser ist heute sehr beschäftigt."	"Kellner"	"Dieser ist gerade an den Tisch gekommen und wartet auf die Speisekarte."	"Gast"	"Dieser ist auf eine Tasse Kaffee gewartet."	"Gast"	"Dieser ist ein regelmäßiger Kunde."	"Gast"	"Dieser ist auf die Partygäste angewiesen."	"Kellner"
"472"	"ID_100472"	"Dieser ist ein freundlicher und aufmerksamer Mensch."	"Kellner"	"Dieser ist ein junger Mann mit blonden Haaren und einem freundlichen Lächeln."	"Gast"	"Dieser ist aufgrund seiner langen Arbeitszeiten müde."	"Kellner"	"Den Gast soll der Kellner bedienen. Dieser ist ein berühmter Schauspieler."	"Gast"	"Er ist reich und ein guter Trinker."	"Gast"	"Dieser ist gerade an einen Tisch mit einer großen Gruppe gekommen."	"habe"	"Dieser ist auf eine Tasse Kaffee gewartet."	"Gast"	"Dieser ist auf eine Tasse Kaffee gestoßen."	"Gast"	"Dieser ist frühzeitig für die Mittagspause gekommen."	"Gast"
"473"	"ID_100473"	"Dieser ist ein freundlicher und aufmerksamer Mensch."	"Kellner"	"Dieser ist von einem hungrigen Gast gefragt worden."	"Gast"	"Dieser ist ein freundlicher und aufmerksamer Mensch."	"Kellner"	"Den Gast soll der Kellner bedienen. Dieser ist ein berühmter Schauspieler."	"Gast"	"Er ist bei einem Unfall ums Leben gekommen."	"Gast"	"Dieser ist gerade mit einer großen Bestellung beschäftigt."	"Kellner"	"Dieser ist auf eine Tasse Kaffee gewartet."	"Gast"	"Dieser ist aufgeregt und freundlich."	"Kellner"	"Dieser ist aufgeregt."	"Kellner"
"474"	"ID_100474"	"Dieser ist mit seinem Fahrrad unterwegs."	"Anfänger"	"Dieser ist mit seinem Fahrrad unterwegs."	"Anfänger"	"Dieser ist mit seinem Fahrrad zu schnell unterwegs."	"Anfänger"	"Den Anfänger will der Fahrer überholen. Dieser ist zu langsam."	"Anfänger"	"Dieser ist langsam."	"Anfänger"	"Dieser ist jedoch zu langsam und behindert den Verkehr."	"Satz"	"Dieser ist auf dem Fahrrad."	"Anfänger"	"Dieser ist auf dem Fahrrad."	"Anfänger"	"Dieser ist in der Mitte der Straße festgefahren."	"Anfänger"
"475"	"ID_100475"	"Dieser ist mit seinem Fahrrad unterwegs."	"Anfänger"	"Dieser ist mit seinem Fahrrad unterwegs."	"Anfänger"	"Dieser ist mit seinem Fahrrad unterwegs."	"Anfänger"	"Den Anfänger will der Fahrer überholen. Dieser ist zu langsam."	"Anfänger"	"momentan langsamer."	"Anfänger"	"Dieser ist jedoch zu langsam und blockiert die linke Spur."	"Anfänger"	"Dieser ist auf dem Fahrrad."	"Anfänger"	"Dieser ist auf dem Feld."	"Anfänger"	"Dieser ist in der Mitte der Fahrbahn stehen geblieben."	"Anfänger"
"476"	"ID_100476"	"Dieser ist mit seinem Fahrrad unterwegs."	"Anfänger"	"Dieser ist mit seinem Fahrrad unterwegs."	"Anfänger"	"Dieser ist auf einen stehenden Bus aufgefahren."	"Anfänger"	"Den Anfänger will der Fahrer überholen. Dieser ist zu langsam."	"Anfänger"	"zu langsam."	"Anfänger"	"Dieser ist jedoch zu langsam und unsicher auf der Straße."	"Anfänger"	"Dieser ist auf dem Fahrrad."	"Anfänger"	"Dieser ist auf dem Fahrrad."	"Anfänger"	"Dieser ist auf dem Fahrrad."	"Anfänger"
"477"	"ID_100477"	"Dieser ist mit seinem Fahrrad unterwegs."	"Anfänger"	"Dieser ist mit seinem Fahrrad unterwegs."	"Anfänger"	"Dieser ist mit seinem Fahrrad unterwegs."	"Anfänger"	"Den Anfänger will der Fahrer überholen. Dieser ist zu langsam."	"Anfänger"	"Der Anfänger will der Fahrer überholen. Dieser ist zu langsam."	"Fahrer"	"Dieser ist jedoch unerwartet langsam und zögert bei jedem Überholmanöver."	"Anfänger"	"Dieser ist auf dem Fahrrad."	"Anfänger"	"Dieser ist auf dem Fahrrad."	"Anfänger"	"Dieser ist in der Mitte des Straßenabschnitts stehengeblieben."	"Anfänger"
"478"	"ID_100478"	"Dieser ist mit seinem Fahrrad unterwegs."	"Anfänger"	"Dieser ist mit seinem Fahrrad unterwegs."	"Anfänger"	"Dieser ist auf eine Gruppe von Fußgängern zugelaufen."	"Anfänger"	"Den Anfänger will der Fahrer überholen. Dieser ist zu langsam."	"Anfänger"	"Dieser ist langsamer als er."	"Anfänger"	"Dieser ist jedoch zu langsam und unsicher auf der Straße."	"Anfänger"	"Dieser ist auf dem Fahrrad."	"Anfänger"	"Dieser ist auf dem Fahrrad."	"Anfänger"	"Dieser ist auf der falschen Seite der Straße."	"Anfänger"
"479"	"ID_100479"	"Dieser ist mit seinem Fahrrad unterwegs."	"Anfänger"	"Dieser ist mit seinem Fahrrad unterwegs."	"Anfänger"	"Dieser ist auf der linken Spur unterwegs."	"Anfänger"	"Den Anfänger will der Fahrer überholen. Dieser ist zu langsam."	"Anfänger"	"Achtung"	"Anfänger"	"Dieser ist jedoch zu langsam und unsicher auf der Straße."	"Anfänger"	"Dieser ist auf dem Fahrrad."	"Anfänger"	"Dieser ist auf dem Feld und hat keine Sicht."	"Anfänger"	"Dieser fährt langsam."	"Anfänger"
"480"	"ID_100480"	"Dieser ist mit seinem Fahrrad unterwegs."	"Anfänger"	"Dieser ist mit seinem Fahrrad unterwegs."	"Anfänger"	"Dieser ist mit seinem Fahrrad unterwegs."	"Anfänger"	"Den Anfänger will der Fahrer überholen. Dieser ist zu langsam."	"Anfänger"	"mich zu schnell."	"Anfänger"	"Dieser ist jedoch unerwartet schnell."	"Anfänger"	"Dieser ist auf dem Fahrrad."	"Anfänger"	"Dieser ist auf dem Fahrrad und fährt langsam."	"Anfänger"	"Dieser ist auf dem Feld."	"Anfänger"
"481"	"ID_100481"	"Er ist in den Hinterhalt geraten."	"Kameraden"	"Er ist in der Nacht verschwunden."	"Kameraden"	"Er ist in der Nacht verschwunden."	"Kameraden"	"Er ist in den Urlaub geflogen."	"Soldat"	"Er ist in den Urlaub geflogen."	"Soldat"	"Er ist leise hinter ihn geschlichen."	"Soldat"	"Er ist in der Lage, eine Geheimmission zu erledigen."	"Kameraden"	"Er ist in der Lage, eine geheime Mission zu erledigen."	"Kameraden"	"Er ist mit einem neuen Haustier zur Heimat zurückgekehrt."	"Kameraden"
